instant_x,dteday,season_x,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,instant_y,season_y,yr_y,mnth_y,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,total_users,temp_celsius,humidity_percent,windspeed_kmh
4802,2011-07-23,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,104,204,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,104,32.800000000000004,59.0,7.0015
4803,2011-07-24,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,42,77,119,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,119,32.800000000000004,59.0,7.0015
4804,2011-07-24,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,33,63,96,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,96,31.98,66.0,7.0015
4805,2011-07-24,3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,12,48,60,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,60,32.800000000000004,63.0,6.0032
4806,2011-07-24,3,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896,17,20,37,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,37,32.800000000000004,63.0,6.0032
4807,2011-07-24,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,1,5,6,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,6,31.98,66.0,7.0015
4808,2011-07-24,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,5,3,8,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,8,31.98,66.0,6.0032
4809,2011-07-24,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,9,13,22,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,22,32.800000000000004,63.0,6.0032
4810,2011-07-24,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,35,32.800000000000004,59.0,8.9981
4811,2011-07-24,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,22,82,104,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,104,33.62,56.00000000000001,19.0012
4812,2011-07-24,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,42,112,154,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,154,33.62,56.00000000000001,26.0027
4813,2011-07-24,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,61,165,226,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,226,35.26,50.0,22.0028
4814,2011-07-24,3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,74,169,243,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,243,34.44,53.0,16.997899999999998
4815,2011-07-24,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,85,161,246,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,246,36.9,45.0,11.0014
4816,2011-07-24,3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,90,162,252,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,252,35.26,47.0,15.001299999999999
4817,2011-07-24,3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,79,204,283,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,283,35.26,50.0,19.0012
4818,2011-07-24,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,68,170,238,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,238,36.9,42.0,16.997899999999998
4819,2011-07-24,3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,62,187,249,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,249,36.9,42.0,16.997899999999998
4820,2011-07-24,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,249,36.9,39.0,7.0015
4821,2011-07-24,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,67,176,243,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,243,36.08,42.0,11.0014
4822,2011-07-24,3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,70,170,240,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,240,35.26,47.0,11.0014
4823,2011-07-24,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,52,143,195,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,195,34.44,49.0,11.0014
4824,2011-07-24,3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,42,111,153,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,153,32.800000000000004,63.0,8.9981
4825,2011-07-24,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0.0,23,75,98,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,98,31.98,66.0,0.0
4826,2011-07-24,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,50,31.16,70.0,6.0032
4827,2011-07-25,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0.0,17,17,34,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,34,31.16,70.0,0.0
4828,2011-07-25,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,12,31.16,75.0,6.0032
4829,2011-07-25,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,3,3,6,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,6,30.34,79.0,6.0032
4830,2011-07-25,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0.0,2,2,4,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,4,30.34,79.0,0.0
4831,2011-07-25,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6,6,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,6,29.52,84.0,6.0032
4832,2011-07-25,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,2,22,24,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,24,29.52,84.0,6.0032
4833,2011-07-25,3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,7,100,107,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,107,29.52,84.0,6.0032
4834,2011-07-25,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,20,257,277,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,277,30.34,79.0,0.0
4835,2011-07-25,3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0.0,34,353,387,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,387,31.16,75.0,0.0
4836,2011-07-25,3,0,7,9,0,1,1,1,0.8,0.803,0.66,0.0,11,124,135,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,135,32.800000000000004,66.0,0.0
4837,2011-07-25,3,0,7,10,0,1,1,1,0.82,0.803,0.59,0.0,30,54,84,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,84,33.62,59.0,0.0
4838,2011-07-25,3,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.194,24,83,107,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,107,34.44,59.0,12.998000000000001
4839,2011-07-25,3,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.194,17,50,67,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,67,34.44,59.0,12.998000000000001
4840,2011-07-25,3,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,14,64,78,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,78,30.34,74.0,8.9981
4841,2011-07-25,3,0,7,14,0,1,1,2,0.72,0.697,0.79,0.194,28,62,90,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,90,29.52,79.0,12.998000000000001
4842,2011-07-25,3,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,16,96,112,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,112,28.7,84.0,26.0027
4843,2011-07-25,3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,37,161,198,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,198,28.7,84.0,15.001299999999999
4844,2011-07-25,3,0,7,17,0,1,1,1,0.72,0.697,0.74,0.0,48,437,485,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,485,29.52,74.0,0.0
4845,2011-07-25,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,60,473,533,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,533,30.34,74.0,6.0032
4846,2011-07-25,3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,62,324,386,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,386,30.34,70.0,6.0032
4847,2011-07-25,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,55,247,302,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,302,29.52,74.0,8.9981
4848,2011-07-25,3,0,7,21,0,1,1,1,0.7,0.6667,0.84,0.0,41,153,194,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,194,28.7,84.0,0.0
4849,2011-07-25,3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0.0,13,112,125,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,125,28.7,84.0,0.0
4850,2011-07-25,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,23,64,87,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,87,28.7,84.0,6.0032
4851,2011-07-26,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,8,20,28,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,28,28.7,79.0,7.0015
4852,2011-07-26,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,6,6,12,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,12,28.7,79.0,7.0015
4853,2011-07-26,3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,1,6,7,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,7,27.880000000000003,89.0,7.0015
4854,2011-07-26,3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,2,2,4,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,4,27.880000000000003,89.0,8.9981
4855,2011-07-26,3,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,0,6,6,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,6,27.880000000000003,88.0,11.0014
4856,2011-07-26,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,3,24,27,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,27,27.060000000000002,89.0,6.0032
4857,2011-07-26,3,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,2,108,110,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,110,27.880000000000003,83.0,15.001299999999999
4858,2011-07-26,3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,30,288,318,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,318,29.52,66.0,19.0012
4859,2011-07-26,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.194,32,392,424,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,424,30.34,55.00000000000001,12.998000000000001
4860,2011-07-26,3,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,25,162,187,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,187,31.16,40.0,15.001299999999999
4861,2011-07-26,3,0,7,10,0,2,1,1,0.8,0.697,0.31,0.2239,42,96,138,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,138,32.800000000000004,31.0,15.001299999999999
4862,2011-07-26,3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0.0,49,102,151,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,151,33.62,30.0,0.0
4863,2011-07-26,3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0.0,25,122,147,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,147,34.44,28.000000000000004,0.0
4864,2011-07-26,3,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,43,139,182,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,182,34.44,32.0,19.999499999999998
4865,2011-07-26,3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,46,101,147,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,147,35.26,30.0,19.0012
4866,2011-07-26,3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,49,114,163,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,163,36.08,28.000000000000004,22.0028
4867,2011-07-26,3,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,41,213,254,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,254,35.26,36.0,19.0012
4868,2011-07-26,3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,72,465,537,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,537,35.26,36.0,23.9994
4869,2011-07-26,3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,68,478,546,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,546,34.44,39.0,26.0027
4870,2011-07-26,3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,69,329,398,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,398,33.62,43.0,19.999499999999998
4871,2011-07-26,3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,47,243,290,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,290,32.800000000000004,46.0,16.997899999999998
4872,2011-07-26,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,45,222,267,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,267,31.98,49.0,15.001299999999999
4873,2011-07-26,3,0,7,22,0,2,1,1,0.76,0.697,0.55,0.1343,27,131,158,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,158,31.16,55.00000000000001,8.9981
4874,2011-07-26,3,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,18,71,89,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,89,31.16,57.99999999999999,7.0015
4875,2011-07-27,3,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,19,26,45,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,45,31.98,52.0,11.0014
4876,2011-07-27,3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,1,9,10,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,10,31.98,49.0,12.998000000000001
4877,2011-07-27,3,0,7,2,0,3,1,1,0.76,0.697,0.52,0.2985,1,5,6,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,6,31.16,52.0,19.999499999999998
4878,2011-07-27,3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,0,4,4,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,4,29.52,57.99999999999999,11.0014
4879,2011-07-27,3,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.194,1,3,4,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,4,29.52,51.0,12.998000000000001
4880,2011-07-27,3,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,0,18,18,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,18,28.7,54.0,19.0012
4881,2011-07-27,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,4,119,123,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,123,28.7,54.0,15.001299999999999
4882,2011-07-27,3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,34,313,347,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,347,29.52,48.0,16.997899999999998
4883,2011-07-27,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,28,405,433,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,433,30.34,42.0,16.997899999999998
4884,2011-07-27,3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,27,189,216,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,216,31.16,35.0,16.997899999999998
4885,2011-07-27,3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0.0,32,82,114,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,114,31.98,33.0,0.0
4886,2011-07-27,3,0,7,11,0,3,1,1,0.8,0.697,0.31,0.0,42,94,136,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,136,32.800000000000004,31.0,0.0
4887,2011-07-27,3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,37,132,169,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,169,33.62,30.0,19.0012
4888,2011-07-27,3,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,29,151,180,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,180,34.44,30.0,23.9994
4889,2011-07-27,3,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,20,107,127,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,127,34.44,28.000000000000004,15.001299999999999
4890,2011-07-27,3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,37,103,140,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,140,35.26,26.0,16.997899999999998
4891,2011-07-27,3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,40,228,268,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,268,35.26,25.0,11.0014
4892,2011-07-27,3,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,81,491,572,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,572,34.44,26.0,15.001299999999999
4893,2011-07-27,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,541,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,541,33.62,28.000000000000004,7.0015
4894,2011-07-27,3,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,87,288,375,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,375,32.800000000000004,28.999999999999996,6.0032
4895,2011-07-27,3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,55,239,294,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,294,31.16,45.0,15.001299999999999
4896,2011-07-27,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,49,196,245,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,245,30.34,48.0,7.0015
4897,2011-07-27,3,0,7,22,0,3,1,1,0.72,0.6667,0.48,0.0,37,143,180,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,180,29.52,48.0,0.0
4898,2011-07-27,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,16,93,109,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,109,30.34,45.0,6.0032
4899,2011-07-28,3,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,14,31,45,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,45,28.7,51.0,8.9981
4900,2011-07-28,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0.0,3,26,29,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,29,29.52,51.0,0.0
4901,2011-07-28,3,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,2,5,7,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,7,29.52,54.0,7.0015
4902,2011-07-28,3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0.0,0,5,5,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,5,29.52,54.0,0.0
4903,2011-07-28,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,0,6,6,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,6,28.7,61.0,7.0015
4904,2011-07-28,3,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,1,26,27,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,27,28.7,65.0,7.0015
4905,2011-07-28,3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,6,110,116,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,116,28.7,70.0,6.0032
4906,2011-07-28,3,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,27,278,305,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,305,29.52,70.0,11.0014
4907,2011-07-28,3,0,7,8,0,4,1,1,0.74,0.697,0.66,0.1642,47,409,456,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,456,30.34,66.0,11.0014
4908,2011-07-28,3,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.194,21,189,210,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,210,31.98,59.0,12.998000000000001
4909,2011-07-28,3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,30,86,116,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,116,32.800000000000004,55.00000000000001,19.0012
4910,2011-07-28,3,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,41,113,154,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,154,34.44,56.00000000000001,19.0012
4911,2011-07-28,3,0,7,12,0,4,1,1,0.84,0.803,0.53,0.2537,35,151,186,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,186,34.44,53.0,16.997899999999998
4912,2011-07-28,3,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,26,126,152,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,152,35.26,47.0,16.997899999999998
4913,2011-07-28,3,0,7,14,0,4,1,2,0.84,0.7879,0.49,0.2537,27,111,138,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,138,34.44,49.0,16.997899999999998
4914,2011-07-28,3,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.194,22,124,146,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,146,35.26,50.0,12.998000000000001
4915,2011-07-28,3,0,7,16,0,4,1,1,0.86,0.803,0.47,0.1642,42,214,256,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,256,35.26,47.0,11.0014
4916,2011-07-28,3,0,7,17,0,4,1,1,0.84,0.803,0.53,0.194,45,423,468,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,468,34.44,53.0,12.998000000000001
4917,2011-07-28,3,0,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,55,428,483,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,483,34.44,56.00000000000001,15.001299999999999
4918,2011-07-28,3,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194,37,285,322,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,322,33.62,59.0,12.998000000000001
4919,2011-07-28,3,0,7,20,0,4,1,1,0.8,0.7879,0.63,0.194,41,229,270,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,270,32.800000000000004,63.0,12.998000000000001
4920,2011-07-28,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,31,165,196,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,196,31.98,66.0,19.0012
4921,2011-07-28,3,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,25,149,174,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,174,31.16,70.0,16.997899999999998
4922,2011-07-28,3,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.194,28,95,123,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,123,31.16,75.0,12.998000000000001
4923,2011-07-29,3,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,12,45,57,210,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,57,30.34,79.0,11.0014
4924,2011-07-29,3,0,7,1,0,5,1,1,0.74,0.7121,0.79,0.1343,12,22,34,210,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,34,30.34,79.0,8.9981
4925,2011-07-29,3,0,7,2,0,5,1,1,0.74,0.7121,0.79,0.0,3,10,13,210,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,13,30.34,79.0,0.0
